x,y,z,vx,vy,vz,ax,ay,az,phi,ident
-1167.26221,-26528.9766,-16682.373,-17.6265793,11.804863,277.939819,11.1025362,-5.57257366,30.8512993,377351.938,150377
-1372.0531,-25737.9004,-16390.6348,-46.475708,32.0770264,267.960541,12.9814577,-4.69012594,50.733532,361781.781,153890
-1346.16821,-25742.2871,-16352.1777,-14.802083,32.8440361,267.650604,-19.0023689,0.636381984,3.19468117,360639.469,153862
-998.654846,-25703.1211,-16346.7119,-44.8395691,-26.9731712,262.235992,0.47219643,52.0820236,16.9035244,363018.938,153908
-774.243896,-26088.1191,-16956.834,-33.7905083,12.4095507,254.40062,-3.11743522,-3.4408164,25.3661423,388656.969,150383
-264.904388,-25795.1113,-16904.6621,-25.6994381,-17.3670883,255.122711,-2.22237682,-5.70703793,25.313961,391168.656,1049179
-2.26715732,-25994.8359,-16814.9141,-15.1760178,-9.20958614,259.022949,-1.56004798,-5.85322809,25.6515675,390750.469,1049177
-732.109558,-25981.1914,-16571.1094,-33.0444717,12.7038603,257.558044,-3.18880391,-4.15165567,26.0827122,375248.844,153894
-378.381805,-25928.334,-16390.4902,-23.6409645,-22.7347527,262.104645,-0.859591067,-5.91065598,26.1977978,372169.719,1052690
-204.101807,-25915.7402,-16421.6855,-33.2364349,-8.73190403,263.588013,-3.95318198,-6.62457943,26.6865559,374976.656,1052688
-1318.91138,-26914.7324,-16079.8359,-11.2150583,-12.1092539,303.902222,2.5790329,-4.75662661,32.353302,356687.75,153888
-1083.82642,-26937.6074,-16234.7549,-2.3820858,1.29225218,306.455231,-2.35774422,2.87818241,22.1668587,363100.156,749535
-1377.36987,-26961.5215,-15746.0146,-12.8069067,7.24748945,298.84668,12.7498093,3.1136055,37.3607903,343107.812,153861
-1087.79578,-27367.082,-15825.6289,-13.0270014,-4.99105978,314.361328,1.2541765,-4.5555892,33.1260872,350595.125,753074
-1166.5802,-27081.2305,-15579.9268,2.57909203,16.335043,281.132202,-0.921501815,-0.650028408,27.3288517,339013.844,753046
-1327.79382,-26861.4844,-15663.6934,9.4138546,-12.7654123,314.019012,118.343254,-41.2354317,49.5973129,336349.531,752823
-1295.80652,-26869.75,-15657.3555,12.6121874,29.7090435,263.014313,40.9852982,-40.1515121,32.0503616,332734,153860
-1286.55103,-26677.8828,-15671.1865,13.8611956,-29.6135616,284.208252,1.16395915,-14.792408,30.1873741,340095.656,153857
-1167.36084,-26898.6543,-15790.5732,21.2533817,-23.8827915,301.086853,6.38316584,-36.2078819,73.9745865,343080.469,752822
-1173.79248,-26929.3262,-15765.9062,-22.0767365,10.5033274,275.945801,8.9689455,41.0174103,9.03255463,342363.844,153889
-1117.93909,-26888.873,-15774.3867,37.9098969,27.2929516,331.719238,-38.5496025,-17.4201756,30.2543316,343618.219,153856
-1246.54407,-26872.8516,-15683.3242,37.6399574,-10.1163416,285.394592,-48.9782753,-13.3449669,63.3737679,337672.969,753047
-1283.54138,-26875.1094,-15655.0947,-33.4009056,3.88900876,306.374969,-66.7486954,1.88669443,26.5763969,332765,753042
-1274.56824,-26900.6992,-15627.1367,27.178648,-17.6057415,318.86322,-22.3837948,55.9007645,-44.8624802,335506.688,753043
-1652.89124,-26156.3887,-15937.3848,11.952487,29.8677731,291.54425,-0.215118662,-2.35900569,29.3159847,347459.781,153636
-1580.21179,-25799.6113,-16072.46,-6.17121887,33.662899,280.734314,-1.94070542,-0.917963743,27.4535751,350799.656,153858
-1519.5293,-26149.0703,-15437.4697,5.30903339,10.5351944,299.697113,4.93029404,-4.35272408,25.5954456,329609.656,153863
-1393.34851,-26166.1465,-15525.4766,47.5086212,24.1145267,329.096802,52.8455887,-75.382309,-12.5564842,329635.469,153639
-1384.93848,-26177.8809,-15533.7432,-8.14745426,-20.554966,259.634369,-47.333622,60.7926559,83.4109039,329966.906,153859
-1324.31665,-26208.0605,-15489.8916,-17.045826,33.7293129,297.244324,-15.9982395,2.71854329,22.5744457,331853.938,153637
-1531.65259,-26059.8457,-15578.8359,-37.2522545,-10.9966545,307.809937,2.46046257,-7.53171825,32.2907867,334406.312,153891
-685.880432,-26119.2246,-15603.5557,-28.5140266,-3.32268524,295.200928,-2.38719654,-6.87073565,30.4546566,341951.156,153895
-132.535156,-25988.8789,-15780.6904,-23.3057861,-18.3341942,284.990326,-2.07734489,-8.07823563,29.4602013,353496.094,1052689
-428.076538,-25852.6055,-15754.2402,-33.2418861,-27.5742168,282.945343,-2.55122447,-7.96101189,29.1204281,349834.938,1052691
-2861.58398,-24999.1094,-17010.2031,-14.8736,80.8744965,221.294113,-2.66707468,4.05931425,22.1358547,372079.75,153606
-2610.82617,-25150.7832,-16856.0059,-26.1252251,74.1652679,228.886398,-3.91937828,3.51374578,22.6421566,368993.625,153634
-3198.34106,-24843.6016,-16270.1787,-6.08814049,64.005722,218.750977,-1.29310226,2.08331728,21.9737225,347966.938,153624
-2129.01294,-25483.7363,-16456.0527,-16.0225964,51.702179,257.962494,-2.40915298,0.645800948,25.9505672,359852.031,153638
-1734.62122,-25053.4199,-16304.9941,-22.1957264,33.855217,278.549164,-5.34895802,-2.96742153,28.8610649,354900.562,153872
-2741.12329,-24571.1016,-17038.5527,-32.1363716,79.5379562,216.850906,-4.58529902,2.19112372,21.0326862,370226.438,153648
-2730.25146,-24520.9531,-16773.3066,-33.1724815,24.6193275,228.479675,-3.49025822,1.33526981,23.6073151,361632,153763
-3236.4126,-24188.123,-17028.3691,-21.0918903,60.6721268,182.122604,7.3869915,-7.19496632,16.4523773,365705.594,153619
-3158.13159,-24250.2207,-17054.6895,-51.5162582,40.9195251,199.045059,-36.3534508,3.21367145,79.9464569,365438.25,153733
-3172.57373,-24251.4453,-17023.1406,0.600898027,86.4616547,183.826843,21.3713531,10.6266651,-47.3669167,364527.938,153623
-3280.22314,-24390.1133,-16777.4727,-15.9862957,24.3543243,184.136703,49.8412628,30.9127636,52.2991943,358581.344,153626
-3252.69263,-24374.9375,-16759.8379,11.7873507,83.7858353,186.470413,-49.4313354,-24.3294945,-11.0773993,357923.875,153736
-2982.36572,-24513.8262,-16579.1055,-14.5800076,85.338768,218.898743,-1.30746412,2.35116935,20.9670906,355189.062,153621
-2625.88062,-24456.2793,-16488.1309,6.81343508,12.3240833,214.884979,25.4851646,-21.5401154,39.8048553,350330.469,153740
-2573.61646,-24518.6133,-16473.0645,51.2186699,49.1170845,245.126038,-11.7549124,31.8070431,39.2049561,349184.25,153742
-2578.83765,-24474.9551,-16474.9824,14.3371115,-7.0946455,249.587112,-20.0098667,-32.3266792,32.7800522,349091.312,153630
-2599.23389,-24530.9219,-16324.3633,15.5274897,-1.37922549,212.965012,137.195465,-66.8573227,112.819038,337611.688,153761
-2591.0625,-24531.9238,-16322.8281,-21.4555378,99.8224335,266.047699,3.21264553,-59.9596176,117.548782,336758.094,153655
-2576.22803,-24572.373,-16287.9414,31.3043079,-8.87043858,234.314514,7.51767921,75.8208542,-43.8976212,339119.438,153767
-2582.23682,-24542.1973,-16303.0986,-41.6090126,-14.3660917,284.1492,-62.5155106,1.92336249,-97.4748611,337025.969,153765
-2583.04541,-24465.9043,-16279.7158,-38.1717224,-28.3922768,213.10144,0.949388027,-48.3466187,6.50853205,342734.031,153651
-3163.11035,-24374.4219,-16676.2715,-20.0779572,92.3687744,203.950394,-6.66387463,1.32518244,15.1006413,357009.344,153617
-2534.27173,-24715.0684,-16819.8848,-47.1499062,75.3130646,234.750839,-5.90936565,3.76407743,24.1876545,365074.812,153652
-2020.04578,-24498.8125,-16912.5781,-68.3642883,30.1498184,232.598999,-9.04379177,-0.818992317,23.9462566,371407.719,153988
-2079.28418,-24572.4766,-16781.1484,-84.7533035,34.9692764,224.190735,-7.64051247,0.897669494,21.9241352,366714.062,154016
-2202.47119,-24653.5488,-16582.1445,-56.7565308,48.4037437,246.869537,-8.67967319,1.20612419,24.3449574,359334.812,153874
-2532.7085,-24635.2441,-16317.9746,-56.8794937,121.008476,198.984268,-36.4004631,151.372696,-43.568718,340051.781,153772
-2545.04248,-24620.3145,-16333.3506,-66.1003876,18.8871689,211.668381,109.41906,18.2063637,108.244102,339649.75,153770
-2531.09741,-24601.082,-16384.125,-54.5526161,16.2819386,257.39386,-16.4117203,4.91136074,88.278923,344964.156,153774
-2517.93188,-24602.4766,-16326.9727,-108.438271,42.2672577,265.437683,-111.195633,-66.4913406,38.5506172,340249.969,153768
-2491.6355,-24583.0195,-16281.4395,-38.4248962,124.205124,238.743256,-58.7397575,-18.1631317,-1.18270421,341522.875,153649
-3144.63477,-25528.7969,-16064.0186,-0.464800686,38.7662392,255.085342,0.130296558,-1.72491312,25.3638783,344827.281,153603
-2914.17529,-25461.5078,-16062.7539,-22.3606644,39.1637383,255.618591,-4.38789749,-2.42537451,24.9213772,344661.969,153607
-2981.02808,-25600.6055,-16042.1182,-21.5146999,50.2111626,237.006805,-3.8434279,2.07328844,24.6890621,344497.75,153614
-2807.61523,-24830.7656,-16242.0352,-1.6117903,72.4437103,220.402283,1.61674857,5.4497695,21.6952381,346539.375,153628
-2309.6958,-25465.6953,-16051.21,-3.2067368,50.2112274,257.501984,-1.09413946,0.581042111,25.5910912,345705.812,153635
-1862.47937,-24875.2969,-16166.2354,-60.8409157,-11.7874308,264.98053,-5.90174246,-4.03173399,28.7078648,348857.75,153991
-2035.38623,-24958.8105,-15849.4629,-2.01985359,64.1180115,285.847046,1.97309959,0.178436726,40.8127518,335928.438,153653
-1930.46033,-24966.2617,-15940.0742,-57.6954651,23.3875065,275.350647,-3.27144337,4.82382917,29.6392193,339806.281,153989
-1905.47095,-24887.7266,-15959.1152,-28.7023163,-2.68226647,269.435211,-8.83375835,-13.7040434,30.3150902,340827.406,153875
-1954.74512,-25563.3555,-15654.1396,14.2882423,40.5850677,264.67337,-0.0645986646,-0.314721882,26.2847691,334119.906,153642
-1874.68933,-25149.291,-15726.5264,-49.8938904,-12.4599743,260.041443,1.54987776,15.009594,24.6097622,333712.812,153996
-1861.64453,-25086.209,-15718.1885,-37.7766075,-0.100187108,230.020111,-5.60389471,-14.4131441,18.9159126,333271.125,153998
-2044.66638,-24974.8867,-15782.0801,7.54892874,5.55021906,236.431091,6.11260653,10.5438719,11.4129887,333858.719,153662
-2012.92957,-24902.7031,-15781.707,-20.0276051,56.2502708,233.920181,-8.43472385,-17.0514183,17.4010887,334075.344,153656
-1787.72961,-25030.2871,-15831.4688,-75.5588684,-13.9701595,268.283966,-8.3574934,-5.78569746,26.8722076,337645.312,154017
-1782.95215,-25209.6465,-15421.5137,-21.3433437,28.3224812,261.539459,6.81439829,-9.96974373,20.6118755,325666.125,153882
-1729.96167,-25248.2305,-15441.333,-32.7235146,-0.556983948,267.46698,-13.7603626,4.61554003,28.4150314,326634.031,153886
-2677.71143,-24681.2734,-15643.0088,-2.65905428,28.0162926,239.290115,-2.39484882,0.483236164,25.0094833,329259.969,153741
-2716.58203,-24662.1543,-15520.6143,-0.868004918,43.4281616,221.867096,-0.706928015,-1.10855579,18.9165916,325843.562,153631
-2772.95801,-24196.4492,-15728.9482,-3.82996106,40.6137581,222.306992,-0.273489594,4.12277794,21.2322216,330720,153743
-2776.95361,-24042.6973,-15761.2285,0.268181652,27.650053,214.109894,0.907781184,2.86561584,29.7467804,331009.156,153757
-2778.58545,-24001.6445,-15686.7939,6.03321266,8.8009367,208.512848,2.50229192,-4.38818502,13.293601,329019.25,153812
-2511.62866,-24633.5742,-16240.9189,-68.7709122,12.8852444,163.364227,-17.7255611,23.8863735,-12.1224747,341388.812,153658
-2532.84863,-24711.4102,-16194.9746,-38.2042961,56.7700577,178.679306,-0.390444249,22.4445457,10.358675,342684.188,153994
-2464.14502,-24674.9355,-16110.0059,-88.4322815,49.4815865,226.965363,-10.7797995,4.5120182,8.70306778,341328.969,153985
-2551.12842,-24533.2012,-16222.6006,-21.7227364,30.3056602,184.796921,-8.21644402,-17.7861996,-21.5532627,340859.375,153987
-2231.58765,-24698.3125,-15909.1885,-9.0891571,19.2618046,211.104233,-4.54746008,-2.48914552,23.0669441,338070.375,153769
-2426.90991,-24531.3281,-15842.8975,-15.8887978,6.61426687,211.449203,-3.99563432,-1.94546175,19.9834385,335172.438,153771
-2127.41333,-24816.1133,-15728.7373,-19.0247307,17.0389156,237.532898,0.439850628,-6.60209227,20.5079327,333048.25,153992
-2441.89868,-24016.6914,-15495.2695,-75.1838379,-12.9377155,213.419128,9.738204,41.3413811,11.0787954,321688.375,153846
-2199.4104,-24103.3848,-15484.2588,-95.9785385,2.47860003,221.21698,-11.908267,6.74034166,21.1512852,326102.531,154070
-2155.10718,-23988.6484,-15442.1875,-53.2999344,8.77264786,186.059311,-18.3623505,-2.50015664,15.9573832,325558.312,154066
-2031.84302,-24253.1797,-15415.6855,-76.7601013,0.810021043,234.836304,-9.65221691,-2.14980412,20.3033276,326734.625,154013
-1399.8623,-25572.5898,-16982.375,-55.6378899,56.1162605,223.94458,102.976685,-58.0729179,58.5118179,378554.531,150379
-1348.43433,-25670.7168,-16976.4395,-0.927841365,-0.975511193,240.210068,-11.8546877,21.8691578,25.5274525,381193.719,150365
-1373.09595,-25607.0332,-16966.6035,-45.060936,76.9001541,261.68631,-17.0367336,102.819397,-18.2724171,377805.125,150393
-1373.58362,-25581.8496,-16974.7617,-30.5491352,-23.4580765,258.33728,-86.3764725,-75.0209579,29.1108284,377182.562,150351
-1130.80042,-25549.1777,-16897.3672,-60.4976349,-6.72722816,251.21843,-7.3069396,-4.6567564,23.7442055,381441.938,150399
-995.173279,-25666.043,-16352.7744,-55.212574,22.9396744,267.026825,-10.454587,-61.0181313,35.4800682,363142.781,153910
-1337.19604,-24895.0684,-16472.8516,-70.9467392,6.23169422,255.797394,-7.2676692,-3.46532631,25.3726025,365027.875,154020
-567.168213,-25017.0176,-16505.9141,-48.9263229,-2.65137315,250.71373,-5.0102272,-4.73400164,24.35005,374870.031,1052800
-1447.81653,-23989.4473,-16882.541,-79.4751205,36.2438087,221.717651,-8.50109863,-0.0278189853,21.3999596,376941.25,154022
-588.538208,-24018.8301,-16769.1914,-54.6218948,29.1853161,226.373215,-6.15469742,-1.33760142,21.2550583,384096.906,1052802
-113.702377,-24200.1953,-16485.4062,-48.727211,0.66687274,227.045914,-5.38187265,-3.81125879,21.7704334,381406.312,1052821
-1612.82495,-25375.541,-16167.4971,-56.53479,61.0781212,298.448853,-14.3827724,29.1387672,48.2573509,349696.438,153904
-1644.75586,-25304.3613,-16170.9727,-66.0018768,19.151907,255.288834,13.418951,-32.065361,69.0497208,348891.906,153876
-1633.78027,-25327.1914,-16134.6064,0.107418194,-0.87081027,293.998505,61.7939491,-2.86051583,67.2336807,345876.469,153906
-1614.61121,-25328.8281,-16114.7852,-67.0825729,14.636734,315.813049,-79.4456329,1.16974747,-56.4032478,345855.906,153878
-1589.60205,-25393.1758,-15961.0234,-52.7622833,44.7869225,266.332611,-15.1153173,11.1847038,26.2722301,343676.031,153879
-1649.74414,-25349.875,-15938.9863,-50.2629166,13.9884357,256.00766,6.11199951,5.61842251,21.7573948,341959.594,153873
-1633.87939,-25253.5371,-15926.9688,-29.8073692,0.879877388,235.810303,11.7199297,52.1279945,104.506317,338801.625,153905
-1630.89148,-25242.291,-15912.4219,-61.4999771,43.7314987,261.207397,-22.8087444,-67.235733,-53.9414597,338410.281,153907
-1099.91748,-25648.4531,-15795.2627,-51.5510674,-12.3359203,277.28421,2.22911954,14.3495598,24.9462776,343779.125,153909
-1081.40869,-25597.5977,-15802.8574,-56.6274948,7.18214941,277.855499,-12.238903,-24.621336,30.5745831,344204.875,153911
-1613.13098,-25164.9863,-15821.5264,-23.1934013,31.3358803,280.504822,-8.34174538,-7.81700373,19.8648529,338902.438,153877
-1400.64648,-25003.9473,-15676.4014,-109.825363,-1.9651581,278.531769,7.67002678,25.6747513,16.3469181,332395.25,154026
-1435.02344,-25014.0039,-15670.6162,-107.319649,-12.6672764,252.552933,73.9163132,23.5904732,10.5876932,334345.688,154030
-1387.55481,-24996.8047,-15679.7139,11.6841745,-40.265892,254.22258,-110.276192,-54.8826675,50.2892952,333211,154024
-1427.65527,-24898.1777,-15654.5469,-76.614357,-14.6502829,254.050476,-5.42026806,-20.3154526,22.011694,336203.156,154021
-601.213379,-25171.2832,-15657.6875,-51.1934128,-19.7580109,279.980042,-5.03145599,-7.57242727,27.41716,346505.344,1052801
-1501.51611,-24452.2461,-15972.627,-82.5632858,-5.3538785,243.80127,-6.94663382,-8.35231495,22.4403229,347248.25,154023
-1480.19617,-24558.5273,-15983.751,-58.7433929,11.995451,261.061249,-9.18105888,0.512767971,24.6207161,347588.719,154019
-1451.78625,-24189.5684,-16149.918,-60.488884,-2.0213573,197.593826,-19.6011696,41.4699821,13.7752132,352161.156,154037
-1460.97144,-24149.1211,-16160.0469,-122.13678,4.34086657,259.572327,-35.8654289,29.9964294,32.1176758,351347.5,154044
-1476.25391,-24119.1406,-16160.209,-50.6861839,12.7873688,237.418213,29.7902393,-79.9302597,24.6966934,351862.094,154040
-1397.15576,-24176.6055,-15963.3428,-84.3129807,-20.777216,201.35231,-10.4356489,-4.27013063,17.9001846,349207.656,154047
-1285.28931,-24745.5723,-15412.7695,-74.3797455,-41.8726196,243.377655,-8.57381153,-8.5048275,23.0872955,332571.344,154045
-1446.39941,-24570.3262,-15466.5205,-61.5817184,-37.5055504,237.109283,-7.59645224,-8.87737656,22.7374878,333271.531,154041
-469.933563,-24407.7676,-15936.8545,-76.6899261,0.879505992,222.806229,-7.58385086,2.32392073,18.1985168,358906.75,1052828
-542.003235,-24167.9062,-16188.7607,-51.9909821,-4.03995037,245.583008,-5.60783529,-4.99868536,23.749939,366793.625,1052817
-505.915283,-24342.5293,-16031.2305,-58.006176,4.29110146,237.353958,-0.653270245,2.74237037,36.7306328,361012.594,1052803
-488.04425,-24302.3711,-15981.6094,-28.6870251,-11.4679747,252.153152,-8.5216198,-16.2428837,14.4622602,359852.688,1052824
-430.957153,-24191.7578,-15850.6152,-47.3171959,-32.1875992,216.865982,-6.62525511,-8.58470345,20.389904,358279.812,1052827
-346.072723,-24238.4844,-15674.9111,-64.2014008,-31.7418556,217.690277,-6.97055197,-6.6809597,19.844593,354616.719,1052831
